---- EP [1/5] | BTCH [1/1615] ||| train_loss = 0.01647 ----
---- EP [4/5] | BTCH [1449/1615] ||| train_loss = 0.01084 ----
VAL ||| loss = 0.012264740327488696, psnr = 31.316909790039062, ssim = 0.9144781827926636
---- EP [4/5] | BTCH [1450/1615] ||| train_loss = 0.01097 ----
---- EP [4/5] | BTCH [1451/1615] ||| train_loss = 0.01370 ----
---- EP [4/5] | BTCH [1452/1615] ||| train_loss = 0.00890 ----
---- EP [4/5] | BTCH [1453/1615] ||| train_loss = 0.00991 ----
---- EP [4/5] | BTCH [1454/1615] ||| train_loss = 0.01319 ----
---- EP [4/5] | BTCH [1455/1615] ||| train_loss = 0.01537 ----
---- EP [4/5] | BTCH [1456/1615] ||| train_loss = 0.01718 ----
---- EP [4/5] | BTCH [1457/1615] ||| train_loss = 0.01782 ----
---- EP [4/5] | BTCH [1458/1615] ||| train_loss = 0.01020 ----
---- EP [4/5] | BTCH [1459/1615] ||| train_loss = 0.00993 ----
---- EP [4/5] | BTCH [1460/1615] ||| train_loss = 0.01516 ----
---- EP [4/5] | BTCH [1461/1615] ||| train_loss = 0.01517 ----
---- EP [4/5] | BTCH [1462/1615] ||| train_loss = 0.01197 ----
---- EP [4/5] | BTCH [1463/1615] ||| train_loss = 0.01331 ----
---- EP [4/5] | BTCH [1464/1615] ||| train_loss = 0.00965 ----
---- EP [4/5] | BTCH [1465/1615] ||| train_loss = 0.00959 ----
---- EP [4/5] | BTCH [1466/1615] ||| train_loss = 0.00897 ----
---- EP [4/5] | BTCH [1467/1615] ||| train_loss = 0.01268 ----
---- EP [4/5] | BTCH [1468/1615] ||| train_loss = 0.01458 ----
---- EP [4/5] | BTCH [1469/1615] ||| train_loss = 0.01189 ----
---- EP [4/5] | BTCH [1470/1615] ||| train_loss = 0.00998 ----
---- EP [4/5] | BTCH [1471/1615] ||| train_loss = 0.01008 ----
---- EP [4/5] | BTCH [1472/1615] ||| train_loss = 0.00770 ----
---- EP [4/5] | BTCH [1473/1615] ||| train_loss = 0.01163 ----
---- EP [4/5] | BTCH [1474/1615] ||| train_loss = 0.01112 ----
---- EP [4/5] | BTCH [1475/1615] ||| train_loss = 0.01678 ----
---- EP [4/5] | BTCH [1476/1615] ||| train_loss = 0.01793 ----
---- EP [4/5] | BTCH [1477/1615] ||| train_loss = 0.01203 ----
---- EP [4/5] | BTCH [1478/1615] ||| train_loss = 0.00930 ----
---- EP [4/5] | BTCH [1479/1615] ||| train_loss = 0.00953 ----
---- EP [4/5] | BTCH [1480/1615] ||| train_loss = 0.01502 ----
---- EP [4/5] | BTCH [1481/1615] ||| train_loss = 0.01043 ----
---- EP [4/5] | BTCH [1482/1615] ||| train_loss = 0.00930 ----
---- EP [4/5] | BTCH [1483/1615] ||| train_loss = 0.01410 ----
---- EP [4/5] | BTCH [1484/1615] ||| train_loss = 0.01460 ----
---- EP [4/5] | BTCH [1485/1615] ||| train_loss = 0.01517 ----
---- EP [4/5] | BTCH [1486/1615] ||| train_loss = 0.01226 ----
---- EP [4/5] | BTCH [1487/1615] ||| train_loss = 0.01268 ----
---- EP [4/5] | BTCH [1488/1615] ||| train_loss = 0.01490 ----
---- EP [4/5] | BTCH [1489/1615] ||| train_loss = 0.01042 ----
---- EP [4/5] | BTCH [1490/1615] ||| train_loss = 0.00882 ----
---- EP [4/5] | BTCH [1491/1615] ||| train_loss = 0.01083 ----
---- EP [4/5] | BTCH [1492/1615] ||| train_loss = 0.00853 ----
---- EP [4/5] | BTCH [1493/1615] ||| train_loss = 0.01058 ----
---- EP [4/5] | BTCH [1494/1615] ||| train_loss = 0.00840 ----
---- EP [4/5] | BTCH [1495/1615] ||| train_loss = 0.01507 ----
---- EP [4/5] | BTCH [1496/1615] ||| train_loss = 0.01318 ----
---- EP [4/5] | BTCH [1497/1615] ||| train_loss = 0.01346 ----
---- EP [4/5] | BTCH [1498/1615] ||| train_loss = 0.01096 ----
---- EP [4/5] | BTCH [1499/1615] ||| train_loss = 0.01223 ----
---- EP [4/5] | BTCH [1500/1615] ||| train_loss = 0.01532 ----
---- EP [4/5] | BTCH [1501/1615] ||| train_loss = 0.01354 ----
---- EP [4/5] | BTCH [1502/1615] ||| train_loss = 0.00864 ----
---- EP [4/5] | BTCH [1503/1615] ||| train_loss = 0.01223 ----
---- EP [4/5] | BTCH [1504/1615] ||| train_loss = 0.01621 ----
---- EP [4/5] | BTCH [1505/1615] ||| train_loss = 0.01024 ----
---- EP [4/5] | BTCH [1506/1615] ||| train_loss = 0.00777 ----
---- EP [4/5] | BTCH [1507/1615] ||| train_loss = 0.01406 ----
---- EP [4/5] | BTCH [1508/1615] ||| train_loss = 0.01476 ----
---- EP [4/5] | BTCH [1509/1615] ||| train_loss = 0.01150 ----
---- EP [4/5] | BTCH [1510/1615] ||| train_loss = 0.01457 ----
---- EP [4/5] | BTCH [1511/1615] ||| train_loss = 0.01105 ----
---- EP [4/5] | BTCH [1512/1615] ||| train_loss = 0.01613 ----
---- EP [4/5] | BTCH [1513/1615] ||| train_loss = 0.01046 ----
---- EP [4/5] | BTCH [1514/1615] ||| train_loss = 0.01038 ----
---- EP [4/5] | BTCH [1515/1615] ||| train_loss = 0.01309 ----
---- EP [4/5] | BTCH [1516/1615] ||| train_loss = 0.01802 ----
---- EP [4/5] | BTCH [1517/1615] ||| train_loss = 0.01038 ----
---- EP [4/5] | BTCH [1518/1615] ||| train_loss = 0.01293 ----
---- EP [4/5] | BTCH [1519/1615] ||| train_loss = 0.01019 ----
---- EP [4/5] | BTCH [1520/1615] ||| train_loss = 0.01041 ----
---- EP [4/5] | BTCH [1521/1615] ||| train_loss = 0.00829 ----
---- EP [4/5] | BTCH [1522/1615] ||| train_loss = 0.00772 ----
---- EP [4/5] | BTCH [1523/1615] ||| train_loss = 0.01507 ----
---- EP [4/5] | BTCH [1524/1615] ||| train_loss = 0.01236 ----
---- EP [4/5] | BTCH [1525/1615] ||| train_loss = 0.01236 ----
---- EP [4/5] | BTCH [1526/1615] ||| train_loss = 0.01855 ----
---- EP [4/5] | BTCH [1527/1615] ||| train_loss = 0.01038 ----
---- EP [4/5] | BTCH [1528/1615] ||| train_loss = 0.00906 ----
---- EP [4/5] | BTCH [1529/1615] ||| train_loss = 0.01663 ----
---- EP [4/5] | BTCH [1530/1615] ||| train_loss = 0.01033 ----
---- EP [4/5] | BTCH [1531/1615] ||| train_loss = 0.00981 ----
---- EP [4/5] | BTCH [1532/1615] ||| train_loss = 0.01596 ----
---- EP [4/5] | BTCH [1533/1615] ||| train_loss = 0.00600 ----
---- EP [4/5] | BTCH [1534/1615] ||| train_loss = 0.01222 ----
---- EP [4/5] | BTCH [1535/1615] ||| train_loss = 0.01314 ----
---- EP [4/5] | BTCH [1536/1615] ||| train_loss = 0.01524 ----
---- EP [4/5] | BTCH [1537/1615] ||| train_loss = 0.00881 ----
---- EP [4/5] | BTCH [1538/1615] ||| train_loss = 0.01323 ----
---- EP [4/5] | BTCH [1539/1615] ||| train_loss = 0.01213 ----
---- EP [4/5] | BTCH [1540/1615] ||| train_loss = 0.01523 ----
---- EP [4/5] | BTCH [1541/1615] ||| train_loss = 0.01196 ----
---- EP [4/5] | BTCH [1542/1615] ||| train_loss = 0.01390 ----
---- EP [4/5] | BTCH [1543/1615] ||| train_loss = 0.01340 ----
---- EP [4/5] | BTCH [1544/1615] ||| train_loss = 0.00964 ----
---- EP [4/5] | BTCH [1545/1615] ||| train_loss = 0.01415 ----
---- EP [4/5] | BTCH [1546/1615] ||| train_loss = 0.01005 ----
---- EP [4/5] | BTCH [1547/1615] ||| train_loss = 0.01487 ----
---- EP [4/5] | BTCH [1548/1615] ||| train_loss = 0.01215 ----
---- EP [4/5] | BTCH [1549/1615] ||| train_loss = 0.01415 ----
---- EP [4/5] | BTCH [1550/1615] ||| train_loss = 0.01164 ----
---- EP [4/5] | BTCH [1551/1615] ||| train_loss = 0.00920 ----
---- EP [4/5] | BTCH [1552/1615] ||| train_loss = 0.00954 ----
---- EP [4/5] | BTCH [1553/1615] ||| train_loss = 0.00943 ----
---- EP [4/5] | BTCH [1554/1615] ||| train_loss = 0.01378 ----
---- EP [4/5] | BTCH [1555/1615] ||| train_loss = 0.01210 ----
---- EP [4/5] | BTCH [1556/1615] ||| train_loss = 0.01012 ----
---- EP [4/5] | BTCH [1557/1615] ||| train_loss = 0.01924 ----
---- EP [4/5] | BTCH [1558/1615] ||| train_loss = 0.01060 ----
---- EP [4/5] | BTCH [1559/1615] ||| train_loss = 0.01394 ----
---- EP [4/5] | BTCH [1560/1615] ||| train_loss = 0.00913 ----
---- EP [4/5] | BTCH [1561/1615] ||| train_loss = 0.01260 ----
---- EP [4/5] | BTCH [1562/1615] ||| train_loss = 0.01487 ----
---- EP [4/5] | BTCH [1563/1615] ||| train_loss = 0.01013 ----
---- EP [4/5] | BTCH [1564/1615] ||| train_loss = 0.01579 ----
---- EP [4/5] | BTCH [1565/1615] ||| train_loss = 0.00869 ----
---- EP [4/5] | BTCH [1566/1615] ||| train_loss = 0.01003 ----
---- EP [4/5] | BTCH [1567/1615] ||| train_loss = 0.01612 ----
---- EP [4/5] | BTCH [1568/1615] ||| train_loss = 0.01261 ----
---- EP [4/5] | BTCH [1569/1615] ||| train_loss = 0.01442 ----
---- EP [4/5] | BTCH [1570/1615] ||| train_loss = 0.00569 ----
---- EP [4/5] | BTCH [1571/1615] ||| train_loss = 0.01200 ----
---- EP [4/5] | BTCH [1572/1615] ||| train_loss = 0.01754 ----
---- EP [4/5] | BTCH [1573/1615] ||| train_loss = 0.00858 ----
---- EP [4/5] | BTCH [1574/1615] ||| train_loss = 0.00949 ----
---- EP [4/5] | BTCH [1575/1615] ||| train_loss = 0.01217 ----
---- EP [4/5] | BTCH [1576/1615] ||| train_loss = 0.01076 ----
---- EP [4/5] | BTCH [1577/1615] ||| train_loss = 0.01686 ----
---- EP [4/5] | BTCH [1578/1615] ||| train_loss = 0.01300 ----
---- EP [4/5] | BTCH [1579/1615] ||| train_loss = 0.01352 ----
---- EP [4/5] | BTCH [1580/1615] ||| train_loss = 0.00790 ----
---- EP [4/5] | BTCH [1581/1615] ||| train_loss = 0.00979 ----
---- EP [4/5] | BTCH [1582/1615] ||| train_loss = 0.01518 ----
---- EP [4/5] | BTCH [1583/1615] ||| train_loss = 0.01045 ----
---- EP [4/5] | BTCH [1584/1615] ||| train_loss = 0.01342 ----
---- EP [4/5] | BTCH [1585/1615] ||| train_loss = 0.01124 ----
---- EP [4/5] | BTCH [1586/1615] ||| train_loss = 0.01446 ----
---- EP [4/5] | BTCH [1587/1615] ||| train_loss = 0.01251 ----
---- EP [4/5] | BTCH [1588/1615] ||| train_loss = 0.00969 ----
---- EP [4/5] | BTCH [1589/1615] ||| train_loss = 0.01131 ----
---- EP [4/5] | BTCH [1590/1615] ||| train_loss = 0.01070 ----
---- EP [4/5] | BTCH [1591/1615] ||| train_loss = 0.00712 ----
---- EP [4/5] | BTCH [1592/1615] ||| train_loss = 0.01360 ----
---- EP [4/5] | BTCH [1593/1615] ||| train_loss = 0.01363 ----
---- EP [4/5] | BTCH [1594/1615] ||| train_loss = 0.00734 ----
---- EP [4/5] | BTCH [1595/1615] ||| train_loss = 0.01303 ----
---- EP [4/5] | BTCH [1596/1615] ||| train_loss = 0.00785 ----
---- EP [4/5] | BTCH [1597/1615] ||| train_loss = 0.01081 ----
---- EP [4/5] | BTCH [1598/1615] ||| train_loss = 0.01217 ----
---- EP [4/5] | BTCH [1599/1615] ||| train_loss = 0.01909 ----
---- EP [4/5] | BTCH [1600/1615] ||| train_loss = 0.01428 ----
---- EP [4/5] | BTCH [1601/1615] ||| train_loss = 0.00926 ----
---- EP [4/5] | BTCH [1602/1615] ||| train_loss = 0.01258 ----
---- EP [4/5] | BTCH [1603/1615] ||| train_loss = 0.01255 ----
---- EP [4/5] | BTCH [1604/1615] ||| train_loss = 0.01799 ----
---- EP [4/5] | BTCH [1605/1615] ||| train_loss = 0.01238 ----
---- EP [4/5] | BTCH [1606/1615] ||| train_loss = 0.01409 ----
---- EP [4/5] | BTCH [1607/1615] ||| train_loss = 0.00718 ----
---- EP [4/5] | BTCH [1608/1615] ||| train_loss = 0.01069 ----
---- EP [4/5] | BTCH [1609/1615] ||| train_loss = 0.01002 ----
---- EP [4/5] | BTCH [1610/1615] ||| train_loss = 0.01615 ----
VAL ||| loss = 0.012248839846772903, psnr = 31.31372833251953, ssim = 0.9141429662704468
---- EP [4/5] | BTCH [1611/1615] ||| train_loss = 0.01108 ----
---- EP [4/5] | BTCH [1612/1615] ||| train_loss = 0.01132 ----
---- EP [4/5] | BTCH [1613/1615] ||| train_loss = 0.02084 ----
---- EP [4/5] | BTCH [1614/1615] ||| train_loss = 0.01459 ----
---- EP [4/5] | BTCH [1615/1615] ||| train_loss = 0.01143 ----
---- EP [5/5] | BTCH [1/1615] ||| train_loss = 0.01403 ----
---- EP [5/5] | BTCH [2/1615] ||| train_loss = 0.01161 ----
---- EP [5/5] | BTCH [3/1615] ||| train_loss = 0.01430 ----
---- EP [5/5] | BTCH [4/1615] ||| train_loss = 0.01206 ----
---- EP [5/5] | BTCH [5/1615] ||| train_loss = 0.01044 ----
---- EP [5/5] | BTCH [6/1615] ||| train_loss = 0.00983 ----
---- EP [5/5] | BTCH [7/1615] ||| train_loss = 0.00782 ----
---- EP [5/5] | BTCH [8/1615] ||| train_loss = 0.01031 ----
---- EP [5/5] | BTCH [9/1615] ||| train_loss = 0.01284 ----
---- EP [5/5] | BTCH [10/1615] ||| train_loss = 0.01556 ----
---- EP [5/5] | BTCH [11/1615] ||| train_loss = 0.00831 ----
---- EP [5/5] | BTCH [12/1615] ||| train_loss = 0.01387 ----
---- EP [5/5] | BTCH [13/1615] ||| train_loss = 0.01516 ----
---- EP [5/5] | BTCH [14/1615] ||| train_loss = 0.01439 ----
---- EP [5/5] | BTCH [15/1615] ||| train_loss = 0.00922 ----
---- EP [5/5] | BTCH [16/1615] ||| train_loss = 0.01050 ----
---- EP [5/5] | BTCH [17/1615] ||| train_loss = 0.01120 ----
---- EP [5/5] | BTCH [18/1615] ||| train_loss = 0.01277 ----
---- EP [5/5] | BTCH [19/1615] ||| train_loss = 0.01007 ----
---- EP [5/5] | BTCH [20/1615] ||| train_loss = 0.01192 ----
---- EP [5/5] | BTCH [21/1615] ||| train_loss = 0.01305 ----
---- EP [5/5] | BTCH [22/1615] ||| train_loss = 0.01243 ----
---- EP [5/5] | BTCH [23/1615] ||| train_loss = 0.00955 ----
---- EP [5/5] | BTCH [24/1615] ||| train_loss = 0.01739 ----
---- EP [5/5] | BTCH [25/1615] ||| train_loss = 0.01254 ----
---- EP [5/5] | BTCH [26/1615] ||| train_loss = 0.00987 ----
---- EP [5/5] | BTCH [27/1615] ||| train_loss = 0.01437 ----
---- EP [5/5] | BTCH [28/1615] ||| train_loss = 0.01291 ----
---- EP [5/5] | BTCH [29/1615] ||| train_loss = 0.01160 ----
---- EP [5/5] | BTCH [30/1615] ||| train_loss = 0.01042 ----
---- EP [5/5] | BTCH [31/1615] ||| train_loss = 0.00901 ----
---- EP [5/5] | BTCH [32/1615] ||| train_loss = 0.00779 ----
---- EP [5/5] | BTCH [33/1615] ||| train_loss = 0.01221 ----
---- EP [5/5] | BTCH [34/1615] ||| train_loss = 0.00878 ----
---- EP [5/5] | BTCH [35/1615] ||| train_loss = 0.00925 ----
---- EP [5/5] | BTCH [36/1615] ||| train_loss = 0.00949 ----
---- EP [5/5] | BTCH [37/1615] ||| train_loss = 0.00986 ----
---- EP [5/5] | BTCH [38/1615] ||| train_loss = 0.00889 ----
---- EP [5/5] | BTCH [39/1615] ||| train_loss = 0.01123 ----
---- EP [5/5] | BTCH [40/1615] ||| train_loss = 0.00861 ----
---- EP [5/5] | BTCH [41/1615] ||| train_loss = 0.00834 ----
---- EP [5/5] | BTCH [42/1615] ||| train_loss = 0.01500 ----
---- EP [5/5] | BTCH [43/1615] ||| train_loss = 0.01453 ----
---- EP [5/5] | BTCH [44/1615] ||| train_loss = 0.01137 ----
---- EP [5/5] | BTCH [45/1615] ||| train_loss = 0.01095 ----
---- EP [5/5] | BTCH [46/1615] ||| train_loss = 0.00767 ----
---- EP [5/5] | BTCH [47/1615] ||| train_loss = 0.01372 ----
---- EP [5/5] | BTCH [48/1615] ||| train_loss = 0.01017 ----
---- EP [5/5] | BTCH [49/1615] ||| train_loss = 0.01186 ----
---- EP [5/5] | BTCH [50/1615] ||| train_loss = 0.00984 ----
---- EP [5/5] | BTCH [51/1615] ||| train_loss = 0.00868 ----
---- EP [5/5] | BTCH [52/1615] ||| train_loss = 0.01196 ----
---- EP [5/5] | BTCH [53/1615] ||| train_loss = 0.00965 ----
---- EP [5/5] | BTCH [54/1615] ||| train_loss = 0.00855 ----
---- EP [5/5] | BTCH [55/1615] ||| train_loss = 0.01104 ----
---- EP [5/5] | BTCH [56/1615] ||| train_loss = 0.01094 ----
---- EP [5/5] | BTCH [57/1615] ||| train_loss = 0.01450 ----
---- EP [5/5] | BTCH [58/1615] ||| train_loss = 0.01565 ----
---- EP [5/5] | BTCH [59/1615] ||| train_loss = 0.01560 ----
---- EP [5/5] | BTCH [60/1615] ||| train_loss = 0.01142 ----
---- EP [5/5] | BTCH [61/1615] ||| train_loss = 0.00930 ----
---- EP [5/5] | BTCH [62/1615] ||| train_loss = 0.00992 ----
---- EP [5/5] | BTCH [63/1615] ||| train_loss = 0.01347 ----
---- EP [5/5] | BTCH [64/1615] ||| train_loss = 0.01172 ----
---- EP [5/5] | BTCH [65/1615] ||| train_loss = 0.01062 ----
---- EP [5/5] | BTCH [66/1615] ||| train_loss = 0.01428 ----
---- EP [5/5] | BTCH [67/1615] ||| train_loss = 0.01539 ----
---- EP [5/5] | BTCH [68/1615] ||| train_loss = 0.01303 ----
---- EP [5/5] | BTCH [69/1615] ||| train_loss = 0.01065 ----
---- EP [5/5] | BTCH [70/1615] ||| train_loss = 0.00804 ----
---- EP [5/5] | BTCH [71/1615] ||| train_loss = 0.01308 ----
---- EP [5/5] | BTCH [72/1615] ||| train_loss = 0.01358 ----
---- EP [5/5] | BTCH [73/1615] ||| train_loss = 0.01397 ----
---- EP [5/5] | BTCH [74/1615] ||| train_loss = 0.01549 ----
---- EP [5/5] | BTCH [75/1615] ||| train_loss = 0.01137 ----
---- EP [5/5] | BTCH [76/1615] ||| train_loss = 0.01609 ----
---- EP [5/5] | BTCH [77/1615] ||| train_loss = 0.01216 ----
---- EP [5/5] | BTCH [78/1615] ||| train_loss = 0.01397 ----
---- EP [5/5] | BTCH [79/1615] ||| train_loss = 0.00668 ----
---- EP [5/5] | BTCH [80/1615] ||| train_loss = 0.00895 ----
---- EP [5/5] | BTCH [81/1615] ||| train_loss = 0.01044 ----
---- EP [5/5] | BTCH [82/1615] ||| train_loss = 0.01436 ----
---- EP [5/5] | BTCH [83/1615] ||| train_loss = 0.00587 ----
---- EP [5/5] | BTCH [84/1615] ||| train_loss = 0.01585 ----
---- EP [5/5] | BTCH [85/1615] ||| train_loss = 0.01560 ----
---- EP [5/5] | BTCH [86/1615] ||| train_loss = 0.00914 ----
---- EP [5/5] | BTCH [87/1615] ||| train_loss = 0.01561 ----
---- EP [5/5] | BTCH [88/1615] ||| train_loss = 0.01218 ----
---- EP [5/5] | BTCH [89/1615] ||| train_loss = 0.00858 ----
---- EP [5/5] | BTCH [90/1615] ||| train_loss = 0.01193 ----
---- EP [5/5] | BTCH [91/1615] ||| train_loss = 0.01066 ----
---- EP [5/5] | BTCH [92/1615] ||| train_loss = 0.01468 ----
---- EP [5/5] | BTCH [93/1615] ||| train_loss = 0.00975 ----
---- EP [5/5] | BTCH [94/1615] ||| train_loss = 0.00933 ----
---- EP [5/5] | BTCH [95/1615] ||| train_loss = 0.00803 ----
---- EP [5/5] | BTCH [96/1615] ||| train_loss = 0.01284 ----
---- EP [5/5] | BTCH [97/1615] ||| train_loss = 0.00775 ----
---- EP [5/5] | BTCH [98/1615] ||| train_loss = 0.00939 ----
---- EP [5/5] | BTCH [99/1615] ||| train_loss = 0.00989 ----
---- EP [5/5] | BTCH [100/1615] ||| train_loss = 0.01576 ----
---- EP [5/5] | BTCH [101/1615] ||| train_loss = 0.01245 ----
---- EP [5/5] | BTCH [102/1615] ||| train_loss = 0.01034 ----
---- EP [5/5] | BTCH [103/1615] ||| train_loss = 0.01356 ----
---- EP [5/5] | BTCH [104/1615] ||| train_loss = 0.01064 ----
---- EP [5/5] | BTCH [105/1615] ||| train_loss = 0.01283 ----
---- EP [5/5] | BTCH [106/1615] ||| train_loss = 0.01304 ----
---- EP [5/5] | BTCH [107/1615] ||| train_loss = 0.01276 ----
---- EP [5/5] | BTCH [108/1615] ||| train_loss = 0.01408 ----
---- EP [5/5] | BTCH [109/1615] ||| train_loss = 0.01781 ----
---- EP [5/5] | BTCH [110/1615] ||| train_loss = 0.01118 ----
---- EP [5/5] | BTCH [111/1615] ||| train_loss = 0.00807 ----
---- EP [5/5] | BTCH [112/1615] ||| train_loss = 0.00976 ----
---- EP [5/5] | BTCH [113/1615] ||| train_loss = 0.01519 ----
---- EP [5/5] | BTCH [114/1615] ||| train_loss = 0.01105 ----
---- EP [5/5] | BTCH [115/1615] ||| train_loss = 0.01122 ----
---- EP [5/5] | BTCH [116/1615] ||| train_loss = 0.01199 ----
---- EP [5/5] | BTCH [117/1615] ||| train_loss = 0.01377 ----
---- EP [5/5] | BTCH [118/1615] ||| train_loss = 0.00886 ----
---- EP [5/5] | BTCH [119/1615] ||| train_loss = 0.00859 ----
---- EP [5/5] | BTCH [120/1615] ||| train_loss = 0.00880 ----
---- EP [5/5] | BTCH [121/1615] ||| train_loss = 0.01293 ----
---- EP [5/5] | BTCH [122/1615] ||| train_loss = 0.01252 ----
---- EP [5/5] | BTCH [123/1615] ||| train_loss = 0.01215 ----
---- EP [5/5] | BTCH [124/1615] ||| train_loss = 0.01492 ----
---- EP [5/5] | BTCH [125/1615] ||| train_loss = 0.01310 ----
---- EP [5/5] | BTCH [126/1615] ||| train_loss = 0.00807 ----
---- EP [5/5] | BTCH [127/1615] ||| train_loss = 0.00871 ----
---- EP [5/5] | BTCH [128/1615] ||| train_loss = 0.01417 ----
---- EP [5/5] | BTCH [129/1615] ||| train_loss = 0.01291 ----
---- EP [5/5] | BTCH [130/1615] ||| train_loss = 0.00889 ----
---- EP [5/5] | BTCH [131/1615] ||| train_loss = 0.00779 ----
---- EP [5/5] | BTCH [132/1615] ||| train_loss = 0.01397 ----
---- EP [5/5] | BTCH [133/1615] ||| train_loss = 0.00949 ----
---- EP [5/5] | BTCH [134/1615] ||| train_loss = 0.01543 ----
---- EP [5/5] | BTCH [135/1615] ||| train_loss = 0.01006 ----
---- EP [5/5] | BTCH [136/1615] ||| train_loss = 0.01168 ----
---- EP [5/5] | BTCH [137/1615] ||| train_loss = 0.00647 ----
---- EP [5/5] | BTCH [138/1615] ||| train_loss = 0.01284 ----
---- EP [5/5] | BTCH [139/1615] ||| train_loss = 0.01183 ----
---- EP [5/5] | BTCH [140/1615] ||| train_loss = 0.01607 ----
---- EP [5/5] | BTCH [141/1615] ||| train_loss = 0.00713 ----
---- EP [5/5] | BTCH [142/1615] ||| train_loss = 0.01500 ----
---- EP [5/5] | BTCH [143/1615] ||| train_loss = 0.01133 ----
---- EP [5/5] | BTCH [144/1615] ||| train_loss = 0.01542 ----
---- EP [5/5] | BTCH [145/1615] ||| train_loss = 0.01105 ----
---- EP [5/5] | BTCH [146/1615] ||| train_loss = 0.00942 ----
---- EP [5/5] | BTCH [147/1615] ||| train_loss = 0.01026 ----
---- EP [5/5] | BTCH [148/1615] ||| train_loss = 0.01286 ----
---- EP [5/5] | BTCH [149/1615] ||| train_loss = 0.01051 ----
---- EP [5/5] | BTCH [150/1615] ||| train_loss = 0.01327 ----
---- EP [5/5] | BTCH [151/1615] ||| train_loss = 0.00951 ----
---- EP [5/5] | BTCH [152/1615] ||| train_loss = 0.01569 ----
---- EP [5/5] | BTCH [153/1615] ||| train_loss = 0.01663 ----
---- EP [5/5] | BTCH [154/1615] ||| train_loss = 0.01715 ----
---- EP [5/5] | BTCH [155/1615] ||| train_loss = 0.01372 ----
---- EP [5/5] | BTCH [156/1615] ||| train_loss = 0.01156 ----
---- EP [5/5] | BTCH [157/1615] ||| train_loss = 0.00987 ----
---- EP [5/5] | BTCH [158/1615] ||| train_loss = 0.01507 ----
---- EP [5/5] | BTCH [159/1615] ||| train_loss = 0.01226 ----
---- EP [5/5] | BTCH [160/1615] ||| train_loss = 0.01220 ----
---- EP [5/5] | BTCH [161/1615] ||| train_loss = 0.00974 ----
VAL ||| loss = 0.012229455465094992, psnr = 31.33005714416504, ssim = 0.9145175218582153
---- EP [5/5] | BTCH [162/1615] ||| train_loss = 0.01156 ----
---- EP [5/5] | BTCH [163/1615] ||| train_loss = 0.01143 ----
---- EP [5/5] | BTCH [164/1615] ||| train_loss = 0.00994 ----
---- EP [5/5] | BTCH [165/1615] ||| train_loss = 0.01137 ----
---- EP [5/5] | BTCH [166/1615] ||| train_loss = 0.01147 ----
---- EP [5/5] | BTCH [167/1615] ||| train_loss = 0.01265 ----
---- EP [5/5] | BTCH [168/1615] ||| train_loss = 0.01189 ----
---- EP [5/5] | BTCH [169/1615] ||| train_loss = 0.01580 ----
---- EP [5/5] | BTCH [170/1615] ||| train_loss = 0.01008 ----
---- EP [5/5] | BTCH [171/1615] ||| train_loss = 0.01001 ----
---- EP [5/5] | BTCH [172/1615] ||| train_loss = 0.00834 ----
---- EP [5/5] | BTCH [173/1615] ||| train_loss = 0.00915 ----
---- EP [5/5] | BTCH [174/1615] ||| train_loss = 0.01013 ----
---- EP [5/5] | BTCH [175/1615] ||| train_loss = 0.01038 ----
---- EP [5/5] | BTCH [176/1615] ||| train_loss = 0.01008 ----
---- EP [5/5] | BTCH [177/1615] ||| train_loss = 0.01396 ----
---- EP [5/5] | BTCH [178/1615] ||| train_loss = 0.01054 ----
---- EP [5/5] | BTCH [179/1615] ||| train_loss = 0.01103 ----
---- EP [5/5] | BTCH [180/1615] ||| train_loss = 0.01082 ----
---- EP [5/5] | BTCH [181/1615] ||| train_loss = 0.00927 ----
---- EP [5/5] | BTCH [182/1615] ||| train_loss = 0.00924 ----
---- EP [5/5] | BTCH [183/1615] ||| train_loss = 0.00934 ----
---- EP [5/5] | BTCH [184/1615] ||| train_loss = 0.01301 ----
---- EP [5/5] | BTCH [185/1615] ||| train_loss = 0.01252 ----
---- EP [5/5] | BTCH [186/1615] ||| train_loss = 0.01217 ----
---- EP [5/5] | BTCH [187/1615] ||| train_loss = 0.00834 ----
---- EP [5/5] | BTCH [188/1615] ||| train_loss = 0.01286 ----
---- EP [5/5] | BTCH [189/1615] ||| train_loss = 0.00789 ----
---- EP [5/5] | BTCH [190/1615] ||| train_loss = 0.01446 ----
---- EP [5/5] | BTCH [191/1615] ||| train_loss = 0.00764 ----
---- EP [5/5] | BTCH [192/1615] ||| train_loss = 0.01547 ----
---- EP [5/5] | BTCH [193/1615] ||| train_loss = 0.01476 ----
---- EP [5/5] | BTCH [194/1615] ||| train_loss = 0.00933 ----
---- EP [5/5] | BTCH [195/1615] ||| train_loss = 0.00946 ----
---- EP [5/5] | BTCH [196/1615] ||| train_loss = 0.01440 ----
---- EP [5/5] | BTCH [197/1615] ||| train_loss = 0.01637 ----
---- EP [5/5] | BTCH [198/1615] ||| train_loss = 0.00910 ----
---- EP [5/5] | BTCH [199/1615] ||| train_loss = 0.01002 ----
---- EP [5/5] | BTCH [200/1615] ||| train_loss = 0.01034 ----
---- EP [5/5] | BTCH [201/1615] ||| train_loss = 0.01193 ----
---- EP [5/5] | BTCH [202/1615] ||| train_loss = 0.01053 ----
